identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode
-7980029703438798148,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,it
3687615375551843438,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
7940809358368817302,user,France,fr,3,8,56,0,0,0.0,0,0,F,2,mrs,True,False,True,True,17,3205,106.83,8.9,fr
8052440585003090697,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr
852735558335204128,user,Etats-Unis,en,3,8,7,0,0,0.0,0,0,F,2,mrs,False,False,False,True,480,3205,106.83,8.9,us
8849236874525832803,user,Sénégal,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,582,3205,106.83,8.9,sn
8193681209409906706,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
7144186809315241123,user,Canada,en,4,10,1,0,0,0.0,7,1,F,2,mrs,True,True,False,True,208,3205,106.83,8.9,ca
1447713658037785355,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,595,3205,106.83,8.9,fr
-9160171218199427556,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,693,3205,106.83,8.9,au
-1075129382552714013,user,Allemagne,de,3,8,31,0,0,0.0,0,0,F,2,mrs,True,False,True,True,476,3205,106.83,8.9,de
-5762823926358550532,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-1803573362480910736,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
-1399372755117096991,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,678,3205,106.83,8.9,us
4994268169579335625,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,2,F,2,mrs,False,False,False,True,27,3205,106.83,8.9,gb
-7224896879694119583,user,Belgique,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,be
-7322395746497629209,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,38,3205,106.83,8.9,gb
7282953294060784828,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
2376229820213970068,user,Etats-Unis,en,3,8,4,0,0,0.0,2,0,F,2,mrs,True,True,False,True,15,3205,106.83,8.9,us
8343534004970800574,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-386288383642107683,user,Etats-Unis,en,3,8,52,0,0,0.0,7,0,F,2,mrs,True,False,True,True,23,3205,106.83,8.9,us
694362963438336685,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,708,3205,106.83,8.9,fr
1837570221240639780,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,708,3205,106.83,8.9,gb
6393031913374005745,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,nl
-1238642862456523886,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,681,3205,106.83,8.9,au
-1779027735026078067,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,637,3205,106.83,8.9,us
4907046938384800140,user,Etats-Unis,en,28,29,0,0,0,0.0,4,6,M,1,mr,True,False,True,False,15,3205,106.83,8.9,us
2782186831953202342,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,646,3205,106.83,8.9,es
9153949568013413970,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
6072835293021400189,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
-184100782577594002,user,Danemark,en,3,8,8,0,0,0.0,0,0,F,2,mrs,True,False,True,True,542,3205,106.83,8.9,dk
7912840678217645894,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
-5351778133177278916,user,Etats-Unis,en,4,8,0,0,0,0.0,0,0,F,3,miss,True,False,True,True,488,3205,106.83,8.9,us
1387780129714020702,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,686,3205,106.83,8.9,de
-6011582877818667169,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-3149214722547358010,user,Australie,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,au
4086001869547007739,user,France,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
-5828654373377596410,user,Italie,it,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,it
3689306434546241308,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
8064157249826483252,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es
-7675401161143628528,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
1492036764782626749,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
5826337521063241833,user,Australie,en,3,8,6,0,0,0.0,0,0,F,2,mrs,True,False,True,False,35,3205,106.83,8.9,au
-585065788504075861,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
7401033296697436264,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,us
-4975676516338518373,user,France,fr,7,8,6,1,1,0.0,0,0,F,2,mrs,True,False,True,True,485,3205,106.83,8.9,fr
7437416108801658489,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-5096141708998208738,user,Chine,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,700,3205,106.83,8.9,cn
6786037733699170957,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
1143473636535990431,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-7703172025337083599,user,Royaume-Uni,en,3,8,4,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
-2764360480471345436,user,Etats-Unis,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
4861730014007997117,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-5230741452354314317,user,Etats-Unis,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,374,3205,106.83,8.9,us
-8451880303430232757,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,576,3205,106.83,8.9,gb
-2119584097857654917,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,657,3205,106.83,8.9,ca
-858183120526180626,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
-99254137314653199,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,689,3205,106.83,8.9,gb
8122752825113328586,user,Suisse,it,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,ch
5586325466801100358,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,708,3205,106.83,8.9,fr
6089430522280916968,user,Etats-Unis,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,537,3205,106.83,8.9,us
-2113109800790208147,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,686,3205,106.83,8.9,fr
5305016814349777953,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,fr
-7809166370572480838,user,Suisse,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ch
-4402310551841173335,user,Etats-Unis,en,4,9,1,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
4789707773826537471,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,it
-7009157578892688880,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,444,3205,106.83,8.9,us
-8030320162864795593,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,38,3205,106.83,8.9,au
-234873814320557898,user,Italie,it,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,701,3205,106.83,8.9,it
473940489550258898,user,Maroc,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ma
7450187552294557778,user,Royaume-Uni,en,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
-8050321174842111147,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
769594519759468990,user,Irlande,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,15,3205,106.83,8.9,ie
-320575913932912528,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-4676594800909473954,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-4024233629640633131,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,de
-5922910413286749505,user,Royaume-Uni,en,10,8,0,0,3,66.0,0,0,F,2,mrs,True,False,True,True,665,3205,106.83,8.9,gb
2754766409204153994,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
3627346054739138549,user,Espagne,es,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,es
3044028528170735843,user,Australie,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,156,3205,106.83,8.9,au
6053565038527785483,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,au
1493193511518881233,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,True,False,True,709,3205,106.83,8.9,fr
-1232459519034014808,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,fr
2123501402946012904,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
7311725863454087257,user,Suède,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,709,3205,106.83,8.9,se
2088026656549642858,user,Italie,it,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,it
3461268348770637550,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
1633602606258303777,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
3273282440868100418,user,France,fr,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,295,3205,106.83,8.9,fr
5741028296973459237,user,Royaume-Uni,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,gb
4468319346448104575,user,France,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,fr
-3405295519588027652,user,Belgique,fr,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,709,3205,106.83,8.9,be
3250894106221333114,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,696,3205,106.83,8.9,ca
-2417771035556477147,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,123,3205,106.83,8.9,us
1078495947245625605,user,Allemagne,de,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,709,3205,106.83,8.9,de
-2398093046134490819,user,Danemark,en,3,8,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,605,3205,106.83,8.9,dk
8200689074097354331,user,Allemagne,de,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,307,3205,106.83,8.9,de
-5060248975540543648,user,Espagne,es,3,9,6,0,0,0.0,2,0,F,2,mrs,True,True,False,True,146,3205,106.83,8.9,es
3024322712720458246,user,Australie,en,3,8,4,0,0,0.0,6,0,F,2,mrs,True,False,True,True,237,3205,106.83,8.9,au
8272758605444897610,user,Allemagne,de,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,de
4445763719484634715,user,Panama,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,pa
-9119065885980601710,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,706,3205,106.83,8.9,us
3526894534301578900,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,595,3205,106.83,8.9,us
3155409626520115324,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
1198033106716763994,user,Suède,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,se
-6959068095341654607,user,Danemark,en,3,8,20,0,0,0.0,0,0,F,2,mrs,True,False,True,True,688,3205,106.83,8.9,dk
6976196856453489204,user,Etats-Unis,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,us
-8712362353509039027,user,Australie,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,au
3609646979955471261,user,Etats-Unis,en,4,8,7,2,0,0.0,0,0,F,2,mrs,False,False,False,True,60,3205,106.83,8.9,us
-4389487062474336369,user,Portugal,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,pt
-1918032722208243956,user,Pays-Bas,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,nl
-5906598992576944449,user,Canada,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,17,3205,106.83,8.9,ca
-125277326153423254,user,Canada,en,3,8,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,709,3205,106.83,8.9,ca
2061422534008474687,user,Canada,en,3,8,17,0,0,0.0,0,0,M,1,mr,True,False,True,True,705,3205,106.83,8.9,ca
